x1,x2,x3,x4,x5,target
0.17770100093325383,0.037069254566070436,0.8745170741325226,0.8594850281053353,0.2790838583451852,0
-1.3353443587101013,-1.3436549159729707,-0.6497652268482671,-0.6824348481669035,0.29156367668197275,1
0.3801978510059632,0.22972581360286298,-1.2032008553891445,-1.3074586248562021,-1.690671627606452,0
0.6105857452838231,0.6865913416527833,-1.042044412243103,-1.159267787586767,-0.9784995458666064,0
0.5597904479310398,0.5680344232244902,-0.48720292119492714,-0.4407659348402697,2.7552177437199017,0
1.0807807255546218,0.9350255756081287,-0.3519213178165091,-0.4069765109873579,-0.30561061415380336,0
0.8339221545489041,0.8030012468439177,-0.7699960661974573,-0.7383602340438429,0.7309589763762161,0
0.4591800792284367,0.38396443866937835,-1.2961166642498945,-1.3846415328623167,-0.6506598273683837,0
-0.07016571145864703,-0.038248260416728984,-0.4561208274741882,-0.43801455319707994,-2.0903028988531567,0
-1.6609609335159914,-1.526915888913677,0.18142662011397137,0.3117544238455777,-0.1702582467959055,0
0.42961821913258585,0.24210097216801138,0.5950294658355647,0.653646045874843,-0.2656045602861052,0
0.20768768716311115,0.21919029507785287,-0.5574230531083212,-0.5986644349299692,-0.39987823866837147,1
0.27157883719537346,0.2555655576387094,-0.41299782214343406,-0.3872779251078413,-0.11464083550639245,0
-1.2767485758203094,-1.2096145681752628,-0.9266983088473107,-0.9507648263003321,0.26426827164563654,0
-1.0810565404082624,-1.0597368775844935,-0.03143917037477642,-0.030651151905303604,-0.15011695125380659,0
1.0531528533329035,0.9779559201590217,-0.8484286341908146,-0.8809897394056649,-1.2640061679473638,0
-0.03955515385665504,-0.07146054742331687,0.5731278132412001,0.556694292652661,0.4861847915619389,0
0.6815006973726244,0.6018981116922755,-1.7858664919341112,-1.7646571566266938,-1.9493717553224232,0
0.028318376130461172,0.135919089990321,-0.3596296724524624,-0.45896554241065746,-2.0503574572842003,0
0.02975613949574519,0.03188730436293941,0.3011073391917421,0.19951945649274427,0.7391804947015679,0
0.9382838059759977,1.1284028745512984,0.18383451632250436,0.04498026093938326,0.5070202721353568,0
-0.5160447282173739,-0.5221108095988359,2.6930336639804966,2.5330065535301256,-0.05739536507403601,0
0.09612077694098337,0.025280100249937085,0.34980002456790754,0.2280717553458596,-1.395448504755072,0
-0.4622752887050425,-0.6136467279663251,-1.0040545968420103,-0.9881083461615974,-0.7079109406740753,0
-0.4344962274323156,-0.6148101950579101,-0.09546424708907303,-0.18474299863826144,-0.262746747686504,0
-0.30917212346863937,-0.46758571776918834,-1.7762463334664518,-1.7248848870433422,-1.5958939685741134,0
0.22213377163371284,0.24884643673486118,-0.08059974929676088,-0.07712837442150469,-0.7390286580232329,0
-0.4787486216634773,-0.4278761193404839,-0.8330560570007587,-1.029906478344564,0.6523303381766798,0
1.2557561255735208,1.0976370553703074,0.9153902755601617,0.9808878339823307,1.4273053642892164,0
-0.8946073022195039,-0.8051034708118924,-0.5495402745955349,-0.4684604100363639,-0.4194347526585506,0
-0.18687164416135904,-0.23517774932970298,-0.11676591579524663,-0.21615218327873198,0.7564883543160984,0
-0.4397310582741749,-0.42505175707562,-0.6355578414044034,-0.5935386871149042,-1.9140600705874673,0
1.4469778843537329,1.6081999471792754,1.7388513518533313,1.6532015281124113,0.6594512411136115,0
0.19655477651157463,0.2862387080981278,-0.3212427661179117,-0.31147572844307814,-0.803948414727481,1
1.0318445394686349,1.0049914746780517,1.8325570434792018,1.7061072027837052,0.30734561670797006,1
-1.485560373036972,-1.5746795955785007,0.8141517621182666,0.6348411168648089,-0.24775241823970925,0
0.26705026586925884,0.051868725736328336,0.48206672733538614,0.4437850083740893,1.3204140097838342,0
